fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
3.7222327570350224e-13,,,1.063183516541732e-12,,,-0.30831439236248293,,
-8.823227646565469e-12,,,-3.9446759795383664e-13,,,-0.095636469013738984,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.8128213549626681e-11,,,-4.5988720031782928e-13,,,0.20417223367927612,,
-9.374524539067593e-13,,,-1.8230456748657713e-12,,,-0.030689957371285971,,
-1.6699062870123357e-11,,,-1.9557520905633297e-12,,,-0.32878408905432238,,
-3.3934900965974738e-11,,,-7.3486478694988836e-12,,,-0.10524125124893366,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.8061207958823511e-11,,,-9.6795479723603927e-13,,,0.36903249682747724,,
-9.4897463237283786e-12,,,-8.9841506765032578e-13,,,0.17238318374226333,,
-5.0298346641412732e-11,,,-1.0038307909920261e-11,,,-0.19650997891861668,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.4262594734653512e-11,,,2.0204500226835647e-12,,,0.46256441707985096,,
-4.5232879363829353e-11,,,-3.4630543241843187e-12,,,0.092053057940118532,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.1645290339810936e-10,,,-2.1306455898825318e-11,,,0.33140909538191649,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-5.2829962626788074e-12,,,3.4443900638937895e-13,,,1,,
-9.235576495263303e-12,,,-4.557800646767337e-13,,,-0.52173004703961834,,
-8.6133621914497398e-12,,,-1.0201579449182644e-12,,,-0.45437079691251892,,
-2.0821023783235616e-12,,,-1.6026774288537669e-12,,,0.36798813741741648,,
-7.1307811430679889e-12,,,-9.3612997836633243e-13,,,-0.24066608453863519,,
-1.9972391429228428e-11,,,-1.4270791295757561e-12,,,0.33935566416501123,,
-5.001974920392301e-12,,,-4.3851988315403993e-13,,,-0.0768709548111009,,
-1.4818326199394581e-11,,,-2.3513650648966721e-12,,,-0.34751844072557708,,
3.2919099834155029e-11,,,4.8509308099333776e-12,,,0.25027086677382987,,
-1.5950236143486947e-11,,,-1.5292090490337985e-12,,,0.41491168981055815,,
2.2692310414723937e-12,,,-2.1699565964036256e-13,,,-0.19458822545468751,,
-4.3362758761867958e-11,,,-8.7536509885845599e-12,,,-0.1782117035745362,,
-1.0560671407876194e-11,,,1.8778388978707828e-12,,,0.5346296317506275,,
3.4895243080512059e-11,,,7.732541885209344e-13,,,-0.27367922415317564,,
-1.2497853941778508e-10,,,-2.0366789883823835e-11,,,0.45078270090062345,,
